simulation,analysis,data,node,trial,scenario,heuristic,type,time,simulator-normalization
32,4,4,64,1,transit,even-model,Model(B1),902.1625905797101,
32,4,4,64,1,transit,even-model,Model(B2),742.7287890158036,
32,4,4,64,1,transit,even-model,Model(B3),14361.30265706633,
32,4,4,64,1,transit,even-even,Simulator,,1.0
32,4,4,64,1,transit,even-even,Model(B),637.5792572463769,
32,4,4,64,1,transit,even-even,Model(B1),902.1625905797101,
32,4,4,64,1,transit,even-even,Model(B2),742.7287890158036,
32,4,4,64,1,transit,even-even,Model(B3),14361.30265706633,
32,4,4,64,1,increasing0.25,model-model,Simulator,2314.0794,1.0
32,4,4,64,1,increasing0.25,model-model,Model(B),505.5928638941399,4.57696214732278672076
32,4,4,64,1,increasing0.25,model-model,Model(B1),614.0541213768116,3.76852677873319800562
32,4,4,64,1,increasing0.25,model-model,Model(B2),505.5928638941399,4.57696214732278672076
32,4,4,64,1,increasing0.25,model-model,Model(B3),2441.758724221708,.94771009807187038418
32,4,4,64,1,increasing0.25,model-even,Simulator,2313.7435,1.0
32,4,4,64,1,increasing0.25,model-even,Model(B),635.4959239130435,3.64084711315409683413
32,4,4,64,1,increasing0.25,model-even,Model(B1),635.4959239130435,3.64084711315409683413
32,4,4,64,1,increasing0.25,model-even,Model(B2),635.4959239130435,3.64084711315409683413
32,4,4,64,1,increasing0.25,model-even,Model(B3),2405.870590163737,.96170737921632473126
32,4,4,64,1,increasing0.25,even-model,Simulator,2311.5271,1.0
32,4,4,64,1,increasing0.25,even-model,Model(B),668.6951086956523,3.45677285498443935506
32,4,4,64,1,increasing0.25,even-model,Model(B1),668.6951086956523,3.45677285498443935506
32,4,4,64,1,increasing0.25,even-model,Model(B2),668.6951086956523,3.45677285498443935506
32,4,4,64,1,increasing0.25,even-model,Model(B3),668.6951086956523,3.45677285498443935506
32,4,4,64,1,increasing0.25,even-even,Simulator,2311.5199,1.0
32,4,4,64,1,increasing0.25,even-even,Model(B),798.5908695652174,2.89449828202829001633
32,4,4,64,1,increasing0.25,even-even,Model(B1),798.5908695652174,2.89449828202829001633
32,4,4,64,1,increasing0.25,even-even,Model(B2),798.5908695652174,2.89449828202829001633
32,4,4,64,1,increasing0.25,even-even,Model(B3),798.5908695652174,2.89449828202829001633
32,4,4,64,1,increasing0.5,model-model,Simulator,4624.7725,1.0
32,4,4,64,1,increasing0.5,model-model,Model(B),481.69012681159427,9.60113617153068422601
32,4,4,64,1,increasing0.5,model-model,Model(B1),691.6901268115943,6.68619128816872146851
32,4,4,64,1,increasing0.5,model-model,Model(B2),542.2813203203067,8.52836401827064200719
32,4,4,64,1,increasing0.5,model-model,Model(B3),4569.5265113691885,1.01209009040506866153
32,4,4,64,1,increasing0.5,model-even,Simulator,4623.5764,1.0
32,4,4,64,1,increasing0.5,model-even,Model(B),472.92719919110215,9.77650769063017743842
32,4,4,64,1,increasing0.5,model-even,Model(B1),572.0792572463769,8.08205566175381915731
32,4,4,64,1,increasing0.5,model-even,Model(B2),472.92719919110215,9.77650769063017743842
32,4,4,64,1,increasing0.5,model-even,Model(B3),4449.91564180397,1.03902562928712710057
32,4,4,64,1,increasing0.5,even-model,Simulator,,1.0
32,4,4,64,1,increasing0.5,even-model,Model(B),653.2368856332704,
32,4,4,64,1,increasing0.5,even-model,Model(B1),653.2368856332704,
32,4,4,64,1,increasing0.5,even-model,Model(B2),653.2368856332704,
32,4,4,64,1,increasing0.5,even-model,Model(B3),2855.9540696057425,
32,4,4,64,1,increasing0.5,even-even,Simulator,,1.0
32,4,4,64,1,increasing0.5,even-even,Model(B),759.4896530100334,
32,4,4,64,1,increasing0.5,even-even,Model(B1),759.4896530100334,
32,4,4,64,1,increasing0.5,even-even,Model(B2),759.4896530100334,
32,4,4,64,1,increasing0.5,even-even,Model(B3),2781.1972761274815,
32,4,4,64,1,increasing0.75,model-model,Simulator,,1.0
32,4,4,64,1,increasing0.75,model-model,Model(B),450.51573822463763,
32,4,4,64,1,increasing0.75,model-model,Model(B1),648.4324048913044,
32,4,4,64,1,increasing0.75,model-model,Model(B2),519.061366511622,
32,4,4,64,1,increasing0.75,model-model,Model(B3),7228.812720441804,
32,4,4,64,1,increasing0.75,model-even,Simulator,,1.0
32,4,4,64,1,increasing0.75,model-even,Model(B),535.2254019474639,
32,4,4,64,1,increasing0.75,model-even,Model(B1),733.1420686141305,
32,4,4,64,1,increasing0.75,model-even,Model(B2),603.7710302344483,
32,4,4,64,1,increasing0.75,model-even,Model(B3),7313.522384164631,
32,4,4,64,1,increasing0.75,even-model,Simulator,,1.0
32,4,4,64,1,increasing0.75,even-model,Model(B),450.51573822463763,
32,4,4,64,1,increasing0.75,even-model,Model(B1),648.4324048913044,
32,4,4,64,1,increasing0.75,even-model,Model(B2),519.061366511622,
32,4,4,64,1,increasing0.75,even-model,Model(B3),7228.812720441804,
32,4,4,64,1,increasing0.75,even-even,Simulator,,1.0
32,4,4,64,1,increasing0.75,even-even,Model(B),535.2254019474639,
32,4,4,64,1,increasing0.75,even-even,Model(B1),733.1420686141305,
32,4,4,64,1,increasing0.75,even-even,Model(B2),603.7710302344483,
32,4,4,64,1,increasing0.75,even-even,Model(B3),7313.522384164631,
32,4,4,64,1,decreasing0.25,model-model,Simulator,2314.9269,1.0
32,4,4,64,1,decreasing0.25,model-model,Model(B),419.8139719202898,5.51417307387648317372
32,4,4,64,1,decreasing0.25,model-model,Model(B1),733.1420686141305,3.15754203598756950701
32,4,4,64,1,decreasing0.25,model-model,Model(B2),603.7710302344483,3.83411390092879831269
32,4,4,64,1,decreasing0.25,model-model,Model(B3),7313.522384164631,.31652694534884052287
32,4,4,64,1,decreasing0.25,model-even,Simulator,2316.8834,1.0
32,4,4,64,1,decreasing0.25,model-even,Model(B),543.4782608695652,4.26306545600000013641
32,4,4,64,1,decreasing0.25,model-even,Model(B1),733.1420686141305,3.16021068655852692244
32,4,4,64,1,decreasing0.25,model-even,Model(B2),603.7710302344483,3.83735436776477796886
32,4,4,64,1,decreasing0.25,model-even,Model(B3),7313.522384164631,.31679446350182194378
32,4,4,64,1,decreasing0.25,even-model,Simulator,2314.0276,1.0
32,4,4,64,1,decreasing0.25,even-model,Model(B),547.5538043478261,4.22611911674354009142
32,4,4,64,1,decreasing0.25,even-model,Model(B1),733.1420686141305,3.15631539787948772643
32,4,4,64,1,decreasing0.25,even-model,Model(B2),603.7710302344483,3.83262442900158313008
32,4,4,64,1,decreasing0.25,even-model,Model(B3),7313.522384164631,.31640398134425264051
32,4,4,64,1,decreasing0.25,even-even,Simulator,2314.4368,1.0
32,4,4,64,1,decreasing0.25,even-even,Model(B),692.1431521739131,3.34387011231811939211
32,4,4,64,1,decreasing0.25,even-even,Model(B1),733.1420686141305,3.15687354345251904481
32,4,4,64,1,decreasing0.25,even-even,Model(B2),603.7710302344483,3.83330216936922068454
32,4,4,64,1,decreasing0.25,even-even,Model(B3),7313.522384164631,.31645993249590099085
32,4,4,64,1,decreasing0.5,model-model,Simulator,,1.0
32,4,4,64,1,decreasing0.5,model-model,Model(B),542.8201709692029,
32,4,4,64,1,decreasing0.5,model-model,Model(B1),674.0701709692029,
32,4,4,64,1,decreasing0.5,model-model,Model(B2),608.0168734623511,
32,4,4,64,1,decreasing0.5,model-model,Model(B3),7228.812720441804,
32,4,4,64,1,decreasing0.5,model-even,Simulator,,1.0
32,4,4,64,1,decreasing0.5,model-even,Model(B),554.8667391304349,
32,4,4,64,1,decreasing0.5,model-even,Model(B1),648.4324048913044,
32,4,4,64,1,decreasing0.5,model-even,Model(B2),543.4782608695652,
32,4,4,64,1,decreasing0.5,model-even,Model(B3),7228.812720441804,
32,4,4,64,1,decreasing0.5,even-model,Simulator,,1.0
32,4,4,64,1,decreasing0.5,even-model,Model(B),542.8201709692029,
32,4,4,64,1,decreasing0.5,even-model,Model(B1),674.0701709692029,
32,4,4,64,1,decreasing0.5,even-model,Model(B2),608.0168734623511,
32,4,4,64,1,decreasing0.5,even-model,Model(B3),7228.812720441804,
32,4,4,64,1,decreasing0.5,even-even,Simulator,,1.0
32,4,4,64,1,decreasing0.5,even-even,Model(B),554.8667391304349,
32,4,4,64,1,decreasing0.5,even-even,Model(B1),648.4324048913044,
32,4,4,64,1,decreasing0.5,even-even,Model(B2),543.4782608695652,
32,4,4,64,1,decreasing0.5,even-even,Model(B3),7228.812720441804,
32,4,4,64,1,decreasing0.75,model-model,Simulator,,1.0
32,4,4,64,1,decreasing0.75,model-model,Model(B),,
32,4,4,64,1,decreasing0.75,model-model,Model(B1),,
32,4,4,64,1,decreasing0.75,model-model,Model(B2),,
32,4,4,64,1,decreasing0.75,model-model,Model(B3),,
32,4,4,64,1,decreasing0.75,model-even,Simulator,,1.0
32,4,4,64,1,decreasing0.75,model-even,Model(B),,
32,4,4,64,1,decreasing0.75,model-even,Model(B1),,
32,4,4,64,1,decreasing0.75,model-even,Model(B2),,
32,4,4,64,1,decreasing0.75,model-even,Model(B3),,
32,4,4,64,1,decreasing0.75,even-model,Simulator,,1.0
32,4,4,64,1,decreasing0.75,even-model,Model(B),549.8397871376812,
32,4,4,64,1,decreasing0.75,even-model,Model(B1),747.7564538043479,
32,4,4,64,1,decreasing0.75,even-model,Model(B2),638.6270433640489,
32,4,4,64,1,decreasing0.75,even-model,Model(B3),9271.333051535643,
32,4,4,64,1,decreasing0.75,even-even,Simulator,,1.0
32,4,4,64,1,decreasing0.75,even-even,Model(B),637.5741621376812,
32,4,4,64,1,decreasing0.75,even-even,Model(B1),835.4908288043479,
32,4,4,64,1,decreasing0.75,even-even,Model(B2),726.3614183640489,
32,4,4,64,1,decreasing0.75,even-even,Model(B3),9359.067426535643,
4,1,4,16,1,ideal,model-model,Simulator,68.7792,1.0
4,1,4,16,1,ideal,model-model,Model(B),66.45983787767135,1.03489870268112542172
4,1,4,16,1,ideal,model-model,Model(B1),66.45983787767135,1.03489870268112542172
4,1,4,16,1,ideal,model-model,Model(B2),66.45983787767135,1.03489870268112542172
4,1,4,16,1,ideal,model-model,Model(B3),66.45983787767135,1.03489870268112542172
4,1,4,16,1,ideal,model-even,Simulator,73.1285,1.0
4,1,4,16,1,ideal,model-even,Model(B),70.76539855072464,1.03339345919999996613
4,1,4,16,1,ideal,model-even,Model(B1),70.76539855072464,1.03339345919999996613
4,1,4,16,1,ideal,model-even,Model(B2),70.76539855072464,1.03339345919999996613
4,1,4,16,1,ideal,model-even,Model(B3),70.76539855072464,1.03339345919999996613
4,1,4,16,1,ideal,even-model,Simulator,62.5217,1.0
4,1,4,16,1,ideal,even-model,Model(B),60.65605590062112,1.03075775487999996622
4,1,4,16,1,ideal,even-model,Model(B1),60.65605590062112,1.03075775487999996622
4,1,4,16,1,ideal,even-model,Model(B2),60.65605590062112,1.03075775487999996622
4,1,4,16,1,ideal,even-model,Model(B3),60.65605590062112,1.03075775487999996622
4,1,4,16,1,ideal,even-even,Simulator,69.8706,1.0
4,1,4,16,1,ideal,even-even,Model(B),68.05057956861414,1.02674511286932930646
4,1,4,16,1,ideal,even-even,Model(B1),68.05057956861414,1.02674511286932930646
4,1,4,16,1,ideal,even-even,Model(B2),68.05057956861414,1.02674511286932930646
4,1,4,16,1,ideal,even-even,Model(B3),68.05057956861414,1.02674511286932930646
4,1,4,16,1,transit,model-model,Simulator,304.6133,1.0
4,1,4,16,1,transit,model-model,Model(B),106.14809782608697,2.86970097663999963561
4,1,4,16,1,transit,model-model,Model(B1),106.14809782608697,2.86970097663999963561
4,1,4,16,1,transit,model-model,Model(B2),108.80049231623894,2.79974192685279934927
4,1,4,16,1,transit,model-model,Model(B3),287.2199765113325,1.06055749916817235078
4,1,4,16,1,transit,model-even,Simulator,302.5390,1.0
4,1,4,16,1,transit,model-even,Model(B),106.14809782608697,2.85015941119999963809
4,1,4,16,1,transit,model-even,Model(B1),106.14809782608697,2.85015941119999963809
4,1,4,16,1,transit,model-even,Model(B2),119.96256545935486,2.52194506545881440204
4,1,4,16,1,transit,model-even,Model(B3),298.38204965444845,1.01393163680712579289
4,1,4,16,1,transit,even-model,Simulator,297.6220,1.0
4,1,4,16,1,transit,even-model,Model(B),127.65316123188408,2.33148946040877680610
4,1,4,16,1,transit,even-model,Model(B1),177.65316123188407,1.67529808046322948702
4,1,4,16,1,transit,even-model,Model(B2),244.8011077115376,1.21577064247072001559
4,1,4,16,1,transit,even-model,Model(B3),646.2449471504982,.46054054474593745177
4,1,4,16,1,transit,even-even,Simulator,304.0242,1.0
4,1,4,16,1,transit,even-even,Model(B),152.76782580389494,1.99010621772067306392
4,1,4,16,1,transit,even-even,Model(B1),202.7678258038949,1.49937101112892684500
4,1,4,16,1,transit,even-even,Model(B2),269.91577228354845,1.12636693079432350711
4,1,4,16,1,transit,even-even,Model(B3),671.359611722509,.45284851023427573411
4,1,4,16,1,increasing0.25,model-model,Simulator,111.6323,1.0
4,1,4,16,1,increasing0.25,model-model,Model(B),106.14809782608697,1.05166557183999986646
4,1,4,16,1,increasing0.25,model-model,Model(B1),106.14809782608697,1.05166557183999986646
4,1,4,16,1,increasing0.25,model-model,Model(B2),106.14809782608697,1.05166557183999986646
4,1,4,16,1,increasing0.25,model-model,Model(B3),106.14809782608697,1.05166557183999986646
4,1,4,16,1,increasing0.25,model-even,Simulator,111.7292,1.0
4,1,4,16,1,increasing0.25,model-even,Model(B),106.14809782608697,1.05257844735999986634
4,1,4,16,1,increasing0.25,model-even,Model(B1),106.14809782608697,1.05257844735999986634
4,1,4,16,1,increasing0.25,model-even,Model(B2),106.14809782608697,1.05257844735999986634
4,1,4,16,1,increasing0.25,model-even,Model(B3),106.14809782608697,1.05257844735999986634
4,1,4,16,1,increasing0.25,even-model,Simulator,83.3107,1.0
4,1,4,16,1,increasing0.25,even-model,Model(B),80.87474120082815,1.03012014336000009361
4,1,4,16,1,increasing0.25,even-model,Model(B1),80.87474120082815,1.03012014336000009361
4,1,4,16,1,increasing0.25,even-model,Model(B2),80.87474120082815,1.03012014336000009361
4,1,4,16,1,increasing0.25,even-model,Model(B3),80.87474120082815,1.03012014336000009361
4,1,4,16,1,increasing0.25,even-even,Simulator,93.1243,1.0
4,1,4,16,1,increasing0.25,even-even,Model(B),90.73410609148551,1.02634283855846336304
4,1,4,16,1,increasing0.25,even-even,Model(B1),90.73410609148551,1.02634283855846336304
4,1,4,16,1,increasing0.25,even-even,Model(B2),90.73410609148551,1.02634283855846336304
4,1,4,16,1,increasing0.25,even-even,Model(B3),90.73410609148551,1.02634283855846336304
4,1,4,16,1,increasing0.5,model-model,Simulator,148.0877,1.0
4,1,4,16,1,increasing0.5,model-model,Model(B),106.14809782608697,1.39510460415999982285
4,1,4,16,1,increasing0.5,model-model,Model(B1),106.14809782608697,1.39510460415999982285
4,1,4,16,1,increasing0.5,model-model,Model(B2),106.14809782608697,1.39510460415999982285
4,1,4,16,1,increasing0.5,model-model,Model(B3),125.21929622832096,1.18262683516429852531
4,1,4,16,1,increasing0.5,model-even,Simulator,158.9323,1.0
4,1,4,16,1,increasing0.5,model-even,Model(B),106.14809782608697,1.49726941183999980988
4,1,4,16,1,increasing0.5,model-even,Model(B1),106.14809782608697,1.49726941183999980988
4,1,4,16,1,increasing0.5,model-even,Model(B2),106.14809782608697,1.49726941183999980988
4,1,4,16,1,increasing0.5,model-even,Model(B3),126.17779903337004,1.25959004846777704292
4,1,4,16,1,increasing0.5,even-model,Simulator,147.9347,1.0
4,1,4,16,1,increasing0.5,even-model,Model(B),80.87474120082815,1.82918297856000016623
4,1,4,16,1,increasing0.5,even-model,Model(B1),80.87474120082815,1.82918297856000016623
4,1,4,16,1,increasing0.5,even-model,Model(B2),100.63836953084926,1.46996320279863758093
4,1,4,16,1,increasing0.5,even-model,Model(B3),156.52412028540118,.94512398300185619957
4,1,4,16,1,increasing0.5,even-even,Simulator,147.1466,1.0
4,1,4,16,1,increasing0.5,even-even,Model(B),90.73410609148551,1.62173416743241866082
4,1,4,16,1,increasing0.5,even-even,Model(B1),90.73410609148551,1.62173416743241866082
4,1,4,16,1,increasing0.5,even-even,Model(B2),101.83649803716062,1.44492989091499895643
4,1,4,16,1,increasing0.5,even-even,Model(B3),157.72224879171256,.93294764135858394887
4,1,4,16,1,increasing0.75,model-model,Simulator,232.8238,1.0
4,1,4,16,1,increasing0.75,model-model,Model(B),106.14809782608697,2.19338645503999972149
4,1,4,16,1,increasing0.75,model-model,Model(B1),106.14809782608697,2.19338645503999972149
4,1,4,16,1,increasing0.75,model-model,Model(B2),109.83379167959369,2.11978295968504698548
4,1,4,16,1,increasing0.75,model-model,Model(B3),231.47311416921585,1.00583517371178039329
4,1,4,16,1,increasing0.75,model-even,Simulator,230.1811,1.0
4,1,4,16,1,increasing0.75,model-even,Model(B),106.14809782608697,2.16849010687999972465
4,1,4,16,1,increasing0.75,model-even,Model(B1),106.14809782608697,2.16849010687999972465
4,1,4,16,1,increasing0.75,model-even,Model(B2),116.86076968768266,1.96970378181807843406
4,1,4,16,1,increasing0.75,model-even,Model(B3),238.50009217730482,.96511954313577226261
4,1,4,16,1,increasing0.75,even-model,Simulator,222.4456,1.0
4,1,4,16,1,increasing0.75,even-model,Model(B),90.18786231884059,2.46646937049676874138
4,1,4,16,1,increasing0.75,even-model,Model(B1),123.52119565217392,1.80086987359148877348
4,1,4,16,1,increasing0.75,even-model,Model(B2),164.75068751939054,1.35019527596095151040
4,1,4,16,1,increasing0.75,even-model,Model(B3),347.2096712538237,.64066648603628227293
4,1,4,16,1,increasing0.75,even-even,Simulator,223.7158,1.0
4,1,4,16,1,increasing0.75,even-even,Model(B),100.72832933097406,2.22098193711634580065
4,1,4,16,1,increasing0.75,even-even,Model(B1),134.0616626643074,1.66875298690116971718
4,1,4,16,1,increasing0.75,even-even,Model(B2),175.29115453152403,1.27625264719086195112
4,1,4,16,1,increasing0.75,even-even,Model(B3),357.7501382659572,.62534091834140978112
4,1,4,16,1,decreasing0.25,model-model,Simulator,111.6998,1.0
4,1,4,16,1,decreasing0.25,model-model,Model(B),106.14809782608697,1.05230147583999986638
4,1,4,16,1,decreasing0.25,model-model,Model(B1),134.0616626643074,.83319718538549032824
4,1,4,16,1,decreasing0.25,model-model,Model(B2),175.29115453152403,.63722439559785156778
4,1,4,16,1,decreasing0.25,model-model,Model(B3),357.7501382659572,.31222853062033081378
4,1,4,16,1,decreasing0.25,model-even,Simulator,111.6988,1.0
4,1,4,16,1,decreasing0.25,model-even,Model(B),106.14809782608697,1.05229205503999986638
4,1,4,16,1,decreasing0.25,model-even,Model(B1),134.0616626643074,.83318972613144165948
4,1,4,16,1,decreasing0.25,model-even,Model(B2),175.29115453152403,.63721869080343297570
4,1,4,16,1,decreasing0.25,model-even,Model(B3),357.7501382659572,.31222573537333287528
4,1,4,16,1,decreasing0.25,even-model,Simulator,78.4909,1.0
4,1,4,16,1,decreasing0.25,even-model,Model(B),73.04815334268349,1.07450902464000010239
4,1,4,16,1,decreasing0.25,even-model,Model(B1),134.0616626643074,.58548356360865447212
4,1,4,16,1,decreasing0.25,even-model,Model(B2),175.29115453152403,.44777444823026905707
4,1,4,16,1,decreasing0.25,even-model,Model(B3),357.7501382659572,.21940145259049097555
4,1,4,16,1,decreasing0.25,even-even,Simulator,78.5500,1.0
4,1,4,16,1,decreasing0.25,even-even,Model(B),75.3052394701087,1.04308811116893479446
4,1,4,16,1,decreasing0.25,even-even,Model(B1),134.0616626643074,.58592440552293079561
4,1,4,16,1,decreasing0.25,even-even,Model(B2),175.29115453152403,.44811160158040784897
4,1,4,16,1,decreasing0.25,even-even,Model(B3),357.7501382659572,.21956665168806914088
4,1,4,16,1,decreasing0.5,model-model,Simulator,147.6540,1.0
4,1,4,16,1,decreasing0.5,model-model,Model(B),106.14809782608697,1.39101880319999982337
4,1,4,16,1,decreasing0.5,model-model,Model(B1),118.39180990899898,1.24716397285836911892
4,1,4,16,1,decreasing0.5,model-model,Model(B2),159.6213017762156,.92502691280520060327
4,1,4,16,1,decreasing0.5,model-model,Model(B3),342.0802855106488,.43163551439272755089
4,1,4,16,1,decreasing0.5,model-even,Simulator,148.6215,1.0
4,1,4,16,1,decreasing0.5,model-even,Model(B),106.14809782608697,1.40013342719999982221
4,1,4,16,1,decreasing0.5,model-even,Model(B1),118.39180990899898,1.25533599084461041358
4,1,4,16,1,decreasing0.5,model-even,Model(B2),159.6213017762156,.93108813389056931379
4,1,4,16,1,decreasing0.5,model-even,Model(B3),342.0802855106488,.43446379781325773568
4,1,4,16,1,decreasing0.5,even-model,Simulator,150.4887,1.0
4,1,4,16,1,decreasing0.5,even-model,Model(B),78.98824415917042,1.90520376293905099178
4,1,4,16,1,decreasing0.5,even-model,Model(B1),118.39180990899898,1.27110735206828973699
4,1,4,16,1,decreasing0.5,even-model,Model(B2),159.6213017762156,.94278582072323128412
4,1,4,16,1,decreasing0.5,even-model,Model(B3),342.0802855106488,.43992216556810420705
4,1,4,16,1,decreasing0.5,even-even,Simulator,151.0777,1.0
4,1,4,16,1,decreasing0.5,even-even,Model(B),84.7172462352808,1.78331693620469868196
4,1,4,16,1,decreasing0.5,even-even,Model(B1),118.39180990899898,1.27608235836689038046
4,1,4,16,1,decreasing0.5,even-even,Model(B2),159.6213017762156,.94647580441241182210
4,1,4,16,1,decreasing0.5,even-even,Model(B3),342.0802855106488,.44164398358845798363
4,1,4,16,1,decreasing0.75,model-model,Simulator,230.6824,1.0
4,1,4,16,1,decreasing0.75,model-model,Model(B),106.14809782608697,2.17321275391999972405
4,1,4,16,1,decreasing0.75,model-model,Model(B1),116.06338962215321,1.98755525537373475986
4,1,4,16,1,decreasing0.75,model-model,Model(B2),157.29288148936985,1.46657876577580500530
4,1,4,16,1,decreasing0.75,model-model,Model(B3),339.75186522380307,.67897316722027036033
4,1,4,16,1,decreasing0.75,model-even,Simulator,233.0041,1.0
4,1,4,16,1,decreasing0.75,model-even,Model(B),106.14809782608697,2.19508502527999972127
4,1,4,16,1,decreasing0.75,model-even,Model(B1),116.06338962215321,2.00755897926598314982
4,1,4,16,1,decreasing0.75,model-even,Model(B2),157.29288148936985,1.48133912859716322977
4,1,4,16,1,decreasing0.75,model-even,Model(B3),339.75186522380307,.68580668378822396969
4,1,4,16,1,decreasing0.75,even-model,Simulator,223.4134,1.0
4,1,4,16,1,decreasing0.75,even-model,Model(B),103.16219096334187,2.16565194974764301689
4,1,4,16,1,decreasing0.75,even-model,Model(B1),136.4955242966752,1.63678187362691402456
4,1,4,16,1,decreasing0.75,even-model,Model(B2),193.17973540552978,1.15650536289949168122
4,1,4,16,1,decreasing0.75,even-model,Model(B3),406.5481576232389,.54953735691761343334
4,1,4,16,1,decreasing0.75,even-even,Simulator,225.9491,1.0
4,1,4,16,1,decreasing0.75,even-even,Model(B),120.36278791407868,1.87723385205479296904
4,1,4,16,1,decreasing0.75,even-even,Model(B1),153.696121247412,1.47010281174421391637
4,1,4,16,1,decreasing0.75,even-even,Model(B2),210.38033235626656,1.07400296153809976620
4,1,4,16,1,decreasing0.75,even-even,Model(B3),423.7487545739757,.53321478248865286804
4,1,4,16,2,ideal,model-model,Simulator,72.2832,1.0
4,1,4,16,2,ideal,model-model,Model(B),69.93828892005612,1.03352828781133409508
4,1,4,16,2,ideal,model-model,Model(B1),69.93828892005612,1.03352828781133409508
4,1,4,16,2,ideal,model-model,Model(B2),69.93828892005612,1.03352828781133409508
4,1,4,16,2,ideal,model-model,Model(B3),69.93828892005612,1.03352828781133409508
4,1,4,16,2,ideal,model-even,Simulator,73.0268,1.0
4,1,4,16,2,ideal,model-even,Model(B),70.76539855072464,1.03195631615999996618
4,1,4,16,2,ideal,model-even,Model(B1),70.76539855072464,1.03195631615999996618
4,1,4,16,2,ideal,model-even,Model(B2),70.76539855072464,1.03195631615999996618
4,1,4,16,2,ideal,model-even,Model(B3),70.76539855072464,1.03195631615999996618
4,1,4,16,2,ideal,even-model,Simulator,62.5257,1.0
4,1,4,16,2,ideal,even-model,Model(B),60.65605590062112,1.03082370047999996622
4,1,4,16,2,ideal,even-model,Model(B1),60.65605590062112,1.03082370047999996622
4,1,4,16,2,ideal,even-model,Model(B2),60.65605590062112,1.03082370047999996622
4,1,4,16,2,ideal,even-model,Model(B3),60.65605590062112,1.03082370047999996622
4,1,4,16,2,ideal,even-even,Simulator,68.9625,1.0
4,1,4,16,2,ideal,even-even,Model(B),67.1275050951087,1.02733596164927345689
4,1,4,16,2,ideal,even-even,Model(B1),67.1275050951087,1.02733596164927345689
4,1,4,16,2,ideal,even-even,Model(B2),67.1275050951087,1.02733596164927345689
4,1,4,16,2,ideal,even-even,Model(B3),67.1275050951087,1.02733596164927345689
4,1,4,16,2,transit,model-model,Simulator,291.2995,1.0
4,1,4,16,2,transit,model-model,Model(B),60.78705002337542,4.79213088787795966083
4,1,4,16,2,transit,model-model,Model(B1),85.78705002337541,3.39561157448153523458
4,1,4,16,2,transit,model-model,Model(B2),118.07174584914928,2.46713977086584127226
4,1,4,16,2,transit,model-model,Model(B3),314.92583332647087,.92497810333019455369
4,1,4,16,2,transit,model-even,Simulator,291.2752,1.0
4,1,4,16,2,transit,model-even,Model(B),75.46083842844205,3.85995181164346906561
4,1,4,16,2,transit,model-even,Model(B1),100.46083842844205,2.89939049441115743852
4,1,4,16,2,transit,model-even,Model(B2),132.74553425421593,2.19423727989364922251
4,1,4,16,2,transit,model-even,Model(B3),329.59962173153747,.88372431518518812341
4,1,4,16,2,transit,even-model,Simulator,297.1503,1.0
4,1,4,16,2,transit,even-model,Model(B),121.57410004675084,2.44419082588916574969
4,1,4,16,2,transit,even-model,Model(B1),171.57410004675083,1.73190650523028786628
4,1,4,16,2,transit,even-model,Model(B2),236.14349169829856,1.25834634638012765865
4,1,4,16,2,transit,even-model,Model(B3),629.8516666529417,.47177822292519954230
4,1,4,16,2,transit,even-even,Simulator,298.9848,1.0
4,1,4,16,2,transit,even-even,Model(B),150.9216768568841,1.98105935626146728229
4,1,4,16,2,transit,even-even,Model(B1),200.9216768568841,1.48806641810463270564
4,1,4,16,2,transit,even-even,Model(B2),265.49106850843185,1.12615765825849018174
4,1,4,16,2,transit,even-even,Model(B3),659.1992434630749,.45355755936444374611
4,1,4,16,2,increasing0.25,model-model,Simulator,111.5467,1.0
4,1,4,16,2,increasing0.25,model-model,Model(B),106.14809782608697,1.05085915135999986656
4,1,4,16,2,increasing0.25,model-model,Model(B1),106.14809782608697,1.05085915135999986656
4,1,4,16,2,increasing0.25,model-model,Model(B2),106.14809782608697,1.05085915135999986656
4,1,4,16,2,increasing0.25,model-model,Model(B3),106.14809782608697,1.05085915135999986656
4,1,4,16,2,increasing0.25,model-even,Simulator,111.5449,1.0
4,1,4,16,2,increasing0.25,model-even,Model(B),106.14809782608697,1.05084219391999986656
4,1,4,16,2,increasing0.25,model-even,Model(B1),106.14809782608697,1.05084219391999986656
4,1,4,16,2,increasing0.25,model-even,Model(B2),106.14809782608697,1.05084219391999986656
4,1,4,16,2,increasing0.25,model-even,Model(B3),106.14809782608697,1.05084219391999986656
4,1,4,16,2,increasing0.25,even-model,Simulator,83.2473,1.0
4,1,4,16,2,increasing0.25,even-model,Model(B),80.87474120082815,1.02933621504000009354
4,1,4,16,2,increasing0.25,even-model,Model(B1),80.87474120082815,1.02933621504000009354
4,1,4,16,2,increasing0.25,even-model,Model(B2),80.87474120082815,1.02933621504000009354
4,1,4,16,2,increasing0.25,even-model,Model(B3),80.87474120082815,1.02933621504000009354
4,1,4,16,2,increasing0.25,even-even,Simulator,91.8949,1.0
4,1,4,16,2,increasing0.25,even-even,Model(B),89.50334012681161,1.02672034216600118375
4,1,4,16,2,increasing0.25,even-even,Model(B1),89.50334012681161,1.02672034216600118375
4,1,4,16,2,increasing0.25,even-even,Model(B2),89.50334012681161,1.02672034216600118375
