simulation,analysis,data,node,trial,scenario,heuristic,type,time,simulator-normalization
4,4,16,16,5,increasing0.75,even-model,Model(B),394.6829710144928,8.79571290110848357849
4,4,16,16,5,increasing0.75,even-model,Model(B1),1128.016304347826,3.07754248464262508366
4,4,16,16,5,increasing0.75,even-model,Model(B2),904.9006785290755,3.83635263225018802883
4,4,16,16,5,increasing0.75,even-model,Model(B3),7250.62879452282,.47878855729345999759
4,4,16,16,5,increasing0.75,even-even,Simulator,3470.8047,1.0
4,4,16,16,5,increasing0.75,even-even,Model(B),465.8450881093545,7.45055553571759078990
4,4,16,16,5,increasing0.75,even-even,Model(B1),1199.178421442688,2.89431884191545152938
4,4,16,16,5,increasing0.75,even-even,Model(B2),976.0627956239372,3.55592356922212879224
4,4,16,16,5,increasing0.75,even-even,Model(B3),7321.79091161768,.47403766945772543822
4,4,16,16,5,decreasing0.25,model-model,Simulator,1178.7460,1.0
4,4,16,16,5,decreasing0.25,model-model,Model(B),314.6608981693364,3.74608350404457215184
4,4,16,16,5,decreasing0.25,model-model,Model(B1),1199.178421442688,.98296131661699974892
4,4,16,16,5,decreasing0.25,model-model,Model(B2),976.0627956239372,1.20765385719522260222
4,4,16,16,5,decreasing0.25,model-model,Model(B3),7321.79091161768,.16099148613075694792
4,4,16,16,5,decreasing0.25,model-even,Simulator,1180.3429,1.0
4,4,16,16,5,decreasing0.25,model-even,Model(B),329.58581900910013,3.58129152385470135037
4,4,16,16,5,decreasing0.25,model-even,Model(B1),1199.178421442688,.98429297833759577800
4,4,16,16,5,decreasing0.25,model-even,Model(B2),976.0627956239372,1.20928991996409312307
4,4,16,16,5,decreasing0.25,model-even,Model(B3),7321.79091161768,.16120958850752192169
4,4,16,16,5,decreasing0.25,even-model,Simulator,1160.1342,1.0
4,4,16,16,5,decreasing0.25,even-model,Model(B),214.49538043478262,5.40866753236552395473
4,4,16,16,5,decreasing0.25,even-model,Model(B1),1199.178421442688,.96744085721979943950
4,4,16,16,5,decreasing0.25,even-model,Model(B2),976.0627956239372,1.18858561682847179752
4,4,16,16,5,decreasing0.25,even-model,Model(B3),7321.79091161768,.15844951242177433236
4,4,16,16,5,decreasing0.25,even-even,Simulator,1163.3336,1.0
4,4,16,16,5,decreasing0.25,even-even,Model(B),220.2819435009058,5.28111193097048541708
4,4,16,16,5,decreasing0.25,even-even,Model(B1),1199.178421442688,.97010885052487485778
4,4,16,16,5,decreasing0.25,even-even,Model(B2),976.0627956239372,1.19186347970199195810
4,4,16,16,5,decreasing0.25,even-even,Model(B3),7321.79091161768,.15888648201550083813
4,4,16,16,5,decreasing0.5,model-model,Simulator,2325.9174,1.0
4,4,16,16,5,decreasing0.5,model-model,Model(B),293.20380434782606,7.93276678375147201265
4,4,16,16,5,decreasing0.5,model-model,Model(B1),1154.3047554347827,2.01499421105989932132
4,4,16,16,5,decreasing0.5,model-model,Model(B2),931.189129616032,2.49779268896649648734
4,4,16,16,5,decreasing0.5,model-model,Model(B3),7276.917245609775,.31962949714774417822
4,4,16,16,5,decreasing0.5,model-even,Simulator,2326.9063,1.0
4,4,16,16,5,decreasing0.5,model-even,Model(B),323.4989648033126,7.19293275456000065369
4,4,16,16,5,decreasing0.5,model-even,Model(B1),1154.3047554347827,2.01585091722466559137
4,4,16,16,5,decreasing0.5,model-even,Model(B2),931.189129616032,2.49885466442190989470
4,4,16,16,5,decreasing0.5,model-even,Model(B3),7276.917245609775,.31976539260548029740
4,4,16,16,5,decreasing0.5,even-model,Simulator,2325.3748,1.0
4,4,16,16,5,decreasing0.5,even-model,Model(B),351.69481107660454,6.61191102843282381310
4,4,16,16,5,decreasing0.5,even-model,Model(B1),1154.3047554347827,2.01452414455671176128
4,4,16,16,5,decreasing0.5,even-model,Model(B2),931.189129616032,2.49720999316094757963
4,4,16,16,5,decreasing0.5,even-model,Model(B3),7276.917245609775,.31955493260596278650
4,4,16,16,5,decreasing0.5,even-even,Simulator,2315.9086,1.0
4,4,16,16,5,decreasing0.5,even-even,Model(B),373.89722033514494,6.19397116117665145203
4,4,16,16,5,decreasing0.5,even-even,Model(B1),1154.3047554347827,2.00632336399557265163
4,4,16,16,5,decreasing0.5,even-even,Model(B2),931.189129616032,2.48704428170778305665
4,4,16,16,5,decreasing0.5,even-even,Model(B3),7276.917245609775,.31825407955507629503
4,4,16,16,5,decreasing0.75,model-model,Simulator,3503.2631,1.0
4,4,16,16,5,decreasing0.75,model-model,Model(B),193.98953804347826,18.05903109689773450886
4,4,16,16,5,decreasing0.75,model-model,Model(B1),1020.3949481225297,3.43324230137145470342
4,4,16,16,5,decreasing0.75,model-model,Model(B2),797.279322303779,4.39402227299353978219
4,4,16,16,5,decreasing0.75,model-model,Model(B3),7143.007438297522,.49044651433752033174
4,4,16,16,5,decreasing0.75,model-even,Simulator,3502.9436,1.0
4,4,16,16,5,decreasing0.75,model-even,Model(B),271.7391304347826,12.89083244800000041250
4,4,16,16,5,decreasing0.75,model-even,Model(B1),1020.3949481225297,3.43292918731636469897
4,4,16,16,5,decreasing0.75,model-even,Model(B2),797.279322303779,4.39362153514538289213
4,4,16,16,5,decreasing0.75,model-even,Model(B3),7143.007438297522,.49040178527868063519
4,4,16,16,5,decreasing0.75,even-model,Simulator,3488.3770,1.0
4,4,16,16,5,decreasing0.75,even-model,Model(B),475.05767986542446,7.34305990166961673268
4,4,16,16,5,decreasing0.75,even-model,Model(B1),1208.3910131987577,2.88679488832496579286
4,4,16,16,5,decreasing0.75,even-model,Model(B2),1135.4826621393963,3.07215346945716126956
4,4,16,16,5,decreasing0.75,even-model,Model(B3),9133.490800486421,.38193250272001368962
4,4,16,16,5,decreasing0.75,even-even,Simulator,3472.4297,1.0
4,4,16,16,5,decreasing0.75,even-even,Model(B),558.2355525362319,6.22036644607049513379
4,4,16,16,5,decreasing0.75,even-even,Model(B1),1291.5688858695653,2.68853619655148491416
4,4,16,16,5,decreasing0.75,even-even,Model(B2),1218.660534810204,2.84938225273767592222
4,4,16,16,5,decreasing0.75,even-even,Model(B3),9216.66867315723,.37675540080041702811
4,4,2,16,1,ideal,model-model,Simulator,155.7713,1.0
4,4,2,16,1,ideal,model-model,Model(B),153.4894927536232,1.01486621139623863108
4,4,2,16,1,ideal,model-model,Model(B1),153.4894927536232,1.01486621139623863108
4,4,2,16,1,ideal,model-model,Model(B2),153.4894927536232,1.01486621139623863108
4,4,2,16,1,ideal,model-model,Model(B3),153.4894927536232,1.01486621139623863108
4,4,2,16,1,ideal,model-even,Simulator,231.3314,1.0
4,4,2,16,1,ideal,model-even,Model(B),228.64259336677816,1.01175986763283679776
4,4,2,16,1,ideal,model-even,Model(B1),228.64259336677816,1.01175986763283679776
4,4,2,16,1,ideal,model-even,Model(B2),228.64259336677816,1.01175986763283679776
4,4,2,16,1,ideal,model-even,Model(B3),228.64259336677816,1.01175986763283679776
4,4,2,16,1,ideal,even-model,Simulator,167.5481,1.0
4,4,2,16,1,ideal,even-model,Model(B),165.27848408385097,1.01373207122953513118
4,4,2,16,1,ideal,even-model,Model(B1),165.27848408385097,1.01373207122953513118
4,4,2,16,1,ideal,even-model,Model(B2),165.27848408385097,1.01373207122953513118
4,4,2,16,1,ideal,even-model,Model(B3),165.27848408385097,1.01373207122953513118
4,4,2,16,1,ideal,even-even,Simulator,198.0428,1.0
4,4,2,16,1,ideal,even-even,Model(B),195.99676630434783,1.01043911965606129738
4,4,2,16,1,ideal,even-even,Model(B1),195.99676630434783,1.01043911965606129738
4,4,2,16,1,ideal,even-even,Model(B2),195.99676630434783,1.01043911965606129738
4,4,2,16,1,ideal,even-even,Model(B3),195.99676630434783,1.01043911965606129738
4,4,2,16,1,transit,model-model,Simulator,584.0761,1.0
4,4,2,16,1,transit,model-model,Model(B),165.48186518719808,3.52954747844590395912
4,4,2,16,1,transit,model-model,Model(B1),207.14853185386474,2.81960048074124440017
4,4,2,16,1,transit,model-model,Model(B2),198.01971726914476,2.94958556680562522227
4,4,2,16,1,transit,model-model,Model(B3),727.7541651650115,.80257335231817761877
4,4,2,16,1,transit,model-even,Simulator,582.2217,1.0
4,4,2,16,1,transit,model-even,Model(B),214.68343334842993,2.71200106556455922970
4,4,2,16,1,transit,model-even,Model(B1),256.3501000150966,2.27119747550600776122
4,4,2,16,1,transit,model-even,Model(B2),247.2212854303766,2.35506299138618261361
4,4,2,16,1,transit,model-even,Model(B3),776.9557333262434,.74936276936581320301
4,4,2,16,1,transit,even-model,Simulator,602.8993,1.0
4,4,2,16,1,transit,even-model,Model(B),496.4455955615942,1.21443176329922348376
4,4,2,16,1,transit,even-model,Model(B1),621.4455955615942,.97015620402807087678
4,4,2,16,1,transit,even-model,Model(B2),594.0591518074342,1.01488092249007445094
4,4,2,16,1,transit,even-model,Model(B3),2183.262495495034,.27614604347577468897
4,4,2,16,1,transit,even-even,Simulator,692.0842,1.0
4,4,2,16,1,transit,even-even,Model(B),644.0503000452899,1.07458097597552913965
4,4,2,16,1,transit,even-even,Model(B1),769.0503000452899,.89992059031670969565
4,4,2,16,1,transit,even-even,Model(B2),741.6638562911298,.93315077191564260669
4,4,2,16,1,transit,even-even,Model(B3),2330.8671999787302,.29692133468878684182
4,4,2,16,1,increasing0.25,model-model,Simulator,179.9279,1.0
4,4,2,16,1,increasing0.25,model-model,Model(B),161.7494824016563,1.11238624896000010109
4,4,2,16,1,increasing0.25,model-model,Model(B1),186.160255321558,.96652155794053494862
4,4,2,16,1,increasing0.25,model-model,Model(B2),161.7494824016563,1.11238624896000010109
4,4,2,16,1,increasing0.25,model-model,Model(B3),240.99110349943933,.74661635797861976010
4,4,2,16,1,increasing0.25,model-even,Simulator,210.2603,1.0
4,4,2,16,1,increasing0.25,model-even,Model(B),207.37351491405462,1.01392070287829089504
4,4,2,16,1,increasing0.25,model-even,Model(B1),207.37351491405462,1.01392070287829089504
4,4,2,16,1,increasing0.25,model-even,Model(B2),207.37351491405462,1.01392070287829089504
4,4,2,16,1,increasing0.25,model-even,Model(B3),243.5255804016132,.86340128890462614021
4,4,2,16,1,increasing0.25,even-model,Simulator,223.3788,1.0
4,4,2,16,1,increasing0.25,even-model,Model(B),220.3713121118013,1.01364736570916683915
4,4,2,16,1,increasing0.25,even-model,Model(B1),220.3713121118013,1.01364736570916683915
4,4,2,16,1,increasing0.25,even-model,Model(B2),220.3713121118013,1.01364736570916683915
4,4,2,16,1,increasing0.25,even-model,Model(B3),220.3713121118013,1.01364736570916683915
4,4,2,16,1,increasing0.25,even-even,Simulator,263.9922,1.0
4,4,2,16,1,increasing0.25,even-even,Model(B),261.32902173913044,1.01019090127512915856
4,4,2,16,1,increasing0.25,even-even,Model(B1),261.32902173913044,1.01019090127512915856
4,4,2,16,1,increasing0.25,even-even,Model(B2),261.32902173913044,1.01019090127512915856
4,4,2,16,1,increasing0.25,even-even,Model(B3),261.32902173913044,1.01019090127512915856
4,4,2,16,1,increasing0.5,model-model,Simulator,293.7982,1.0
4,4,2,16,1,increasing0.5,model-model,Model(B),247.03557312252963,1.18929511360000006869
4,4,2,16,1,increasing0.5,model-model,Model(B1),247.03557312252963,1.18929511360000006869
4,4,2,16,1,increasing0.5,model-model,Model(B2),247.03557312252963,1.18929511360000006869
4,4,2,16,1,increasing0.5,model-model,Model(B3),340.39570104383125,.86310784507284040072
4,4,2,16,1,increasing0.5,model-even,Simulator,356.2671,1.0
4,4,2,16,1,increasing0.5,model-even,Model(B),278.6581606657609,1.27850947967509143874
4,4,2,16,1,increasing0.5,model-even,Model(B1),278.6581606657609,1.27850947967509143874
4,4,2,16,1,increasing0.5,model-even,Model(B2),278.6581606657609,1.27850947967509143874
4,4,2,16,1,increasing0.5,model-even,Model(B3),377.31869696774424,.94420738453481971709
4,4,2,16,1,increasing0.5,even-model,Simulator,293.2492,1.0
4,4,2,16,1,increasing0.5,even-model,Model(B),188.70772946859904,1.55398616063999994907
4,4,2,16,1,increasing0.5,even-model,Model(B1),210.56306612318843,1.39269058624192256587
4,4,2,16,1,increasing0.5,even-model,Model(B2),188.70772946859904,1.55398616063999994907
4,4,2,16,1,increasing0.5,even-model,Model(B3),425.49462630478905,.68919601299486354014
4,4,2,16,1,increasing0.5,even-even,Simulator,308.6066,1.0
4,4,2,16,1,increasing0.5,even-even,Model(B),204.16329823369566,1.51156746912833100231
4,4,2,16,1,increasing0.5,even-even,Model(B1),256.7168110280797,1.20212851960927713381
4,4,2,16,1,increasing0.5,even-even,Model(B2),225.24992271744648,1.37006306717856743619
4,4,2,16,1,increasing0.5,even-even,Model(B3),471.6483712096803,.65431499150201249457
4,4,2,16,1,increasing0.75,model-model,Simulator,439.2520,1.0
4,4,2,16,1,increasing0.75,model-model,Model(B),148.06306612318843,2.96665476071218502037
4,4,2,16,1,increasing0.75,model-model,Model(B1),193.89639945652178,2.26539534117803645462
4,4,2,16,1,increasing0.75,model-model,Model(B2),176.99281951154882,2.48175039649751842834
4,4,2,16,1,increasing0.75,model-model,Model(B3),541.0534401168462,.81184586850633256352
4,4,2,16,1,increasing0.75,model-even,Simulator,442.4280,1.0
4,4,2,16,1,increasing0.75,model-even,Model(B),227.09319519927536,1.94822218081773574746
4,4,2,16,1,increasing0.75,model-even,Model(B1),272.9265285326087,1.62105165217436755324
4,4,2,16,1,increasing0.75,model-even,Model(B2),256.02294858763577,1.72807946490999194734
4,4,2,16,1,increasing0.75,model-even,Model(B3),620.0835691929332,.71349737677429518843
4,4,2,16,1,increasing0.75,even-model,Simulator,440.1731,1.0
4,4,2,16,1,increasing0.75,even-model,Model(B),296.12613224637687,1.48643787922700482194
4,4,2,16,1,increasing0.75,even-model,Model(B1),387.79279891304355,1.13507290809363871292
4,4,2,16,1,increasing0.75,even-model,Model(B2),353.98563902309763,1.24347728121049176756
4,4,2,16,1,increasing0.75,even-model,Model(B3),1082.1068802336924,.40677414407063004165
4,4,2,16,1,increasing0.75,even-even,Simulator,472.1478,1.0
4,4,2,16,1,increasing0.75,even-even,Model(B),454.1863903985507,1.03954634040374498749
4,4,2,16,1,increasing0.75,even-even,Model(B1),545.8530570652174,.86497234720733413872
4,4,2,16,1,increasing0.75,even-even,Model(B2),512.0458971752715,.92208101384002590217
4,4,2,16,1,increasing0.75,even-even,Model(B3),1240.1671383858663,.38071303890096761160
4,4,2,16,1,decreasing0.25,model-model,Simulator,173.4825,1.0
4,4,2,16,1,decreasing0.25,model-model,Model(B),165.27848408385097,1.04963753123477871963
4,4,2,16,1,decreasing0.25,model-model,Model(B1),545.8530570652174,.31781904993393243539
4,4,2,16,1,decreasing0.25,model-model,Model(B2),512.0458971752715,.33880263655470234865
4,4,2,16,1,decreasing0.25,model-model,Model(B3),1240.1671383858663,.13988638678637730321
4,4,2,16,1,decreasing0.25,model-even,Simulator,216.5182,1.0
4,4,2,16,1,decreasing0.25,model-even,Model(B),213.04186678463094,1.01631760586703536275
4,4,2,16,1,decreasing0.25,model-even,Model(B1),545.8530570652174,.39666023153577548071
4,4,2,16,1,decreasing0.25,model-even,Model(B2),512.0458971752715,.42284920393744818104
4,4,2,16,1,decreasing0.25,model-even,Model(B3),1240.1671383858663,.17458791907823669944
4,4,2,16,1,decreasing0.25,even-model,Simulator,195.2101,1.0
4,4,2,16,1,decreasing0.25,even-model,Model(B),166.39524164329126,1.17317116807030100756
4,4,2,16,1,decreasing0.25,even-model,Model(B1),545.8530570652174,.35762390165871453378
4,4,2,16,1,decreasing0.25,even-model,Model(B2),512.0458971752715,.38123555149428386697
4,4,2,16,1,decreasing0.25,even-model,Model(B3),1240.1671383858663,.15740628336118854638
4,4,2,16,1,decreasing0.25,even-even,Simulator,231.3201,1.0
4,4,2,16,1,decreasing0.25,even-even,Model(B),228.64259336677816,1.01171044552021286925
4,4,2,16,1,decreasing0.25,even-even,Model(B1),545.8530570652174,.42377723639342437622
4,4,2,16,1,decreasing0.25,even-even,Model(B2),512.0458971752715,.45175657353391496411
4,4,2,16,1,decreasing0.25,even-even,Model(B3),1240.1671383858663,.18652332644539637379
4,4,2,16,1,decreasing0.5,model-model,Simulator,307.4214,1.0
4,4,2,16,1,decreasing0.5,model-model,Model(B),229.6998881074169,1.33836112212748400286
4,4,2,16,1,decreasing0.5,model-model,Model(B1),376.4365736166008,.81666188023777814839
4,4,2,16,1,decreasing0.5,model-model,Model(B2),342.6294137266549,.89724170688175833056
4,4,2,16,1,decreasing0.5,model-model,Model(B3),1070.7506549372497,.28710829975445229304
4,4,2,16,1,decreasing0.5,model-even,Simulator,327.6334,1.0
4,4,2,16,1,decreasing0.5,model-even,Model(B),323.4989648033126,1.01278036608000009204
4,4,2,16,1,decreasing0.5,model-even,Model(B1),376.4365736166008,.87035485646964090074
4,4,2,16,1,decreasing0.5,model-even,Model(B2),342.6294137266549,.95623255585809536948
4,4,2,16,1,decreasing0.5,model-even,Model(B3),1070.7506549372497,.30598477665110616862
4,4,2,16,1,decreasing0.5,even-model,Simulator,346.7403,1.0
4,4,2,16,1,decreasing0.5,even-model,Model(B),305.836112483531,1.13374544681564265489
4,4,2,16,1,decreasing0.5,even-model,Model(B1),376.4365736166008,.92111214558326540217
4,4,2,16,1,decreasing0.5,even-model,Model(B2),368.2498903733376,.94158968967640198092
4,4,2,16,1,decreasing0.5,even-model,Model(B3),1070.7506549372497,.32382917386150968808
4,4,2,16,1,decreasing0.5,even-even,Simulator,368.0337,1.0
4,4,2,16,1,decreasing0.5,even-even,Model(B),326.1918166893116,1.12827385964296461861
4,4,2,16,1,decreasing0.5,even-even,Model(B1),384.52515002264494,.95711216802938963129
4,4,2,16,1,decreasing0.5,even-even,Model(B2),388.6055945791182,.94706227891186506632
4,4,2,16,1,decreasing0.5,even-even,Model(B3),1070.7506549372497,.34371559643974091875
4,4,2,16,1,decreasing0.75,model-model,Simulator,437.9602,1.0
4,4,2,16,1,decreasing0.75,model-model,Model(B),222.80732819074336,1.96564540114706726170
4,4,2,16,1,decreasing0.75,model-model,Model(B1),291.1897418478261,1.50403718627174443658
4,4,2,16,1,decreasing0.75,model-model,Model(B2),257.3825819578802,1.70159222379574513767
4,4,2,16,1,decreasing0.75,model-model,Model(B3),985.503823168475,.44440233483003882435
4,4,2,16,1,decreasing0.75,model-even,Simulator,437.9040,1.0
4,4,2,16,1,decreasing0.75,model-even,Model(B),323.4989648033126,1.35364884480000012301
4,4,2,16,1,decreasing0.75,model-even,Model(B1),323.4989648033126,1.35364884480000012301
4,4,2,16,1,decreasing0.75,model-even,Model(B2),323.4989648033126,1.35364884480000012301
4,4,2,16,1,decreasing0.75,model-even,Model(B3),985.503823168475,.44434530816136562486
4,4,2,16,1,decreasing0.75,even-model,Simulator,456.0681,1.0
4,4,2,16,1,decreasing0.75,even-model,Model(B),395.7955163043478,1.15228212855576026585
4,4,2,16,1,decreasing0.75,even-model,Model(B1),487.46218297101456,.93559688511697057611
4,4,2,16,1,decreasing0.75,even-model,Model(B2),478.2218831946193,.95367467702099383421
4,4,2,16,1,decreasing0.75,even-model,Model(B3),1476.5785856542725,.30886815265434454448
4,4,2,16,1,decreasing0.75,even-even,Simulator,501.1383,1.0
4,4,2,16,1,decreasing0.75,even-even,Model(B),470.67294548748356,1.06472722684530546158
4,4,2,16,1,decreasing0.75,even-even,Model(B1),562.3396121541502,.89116663519451033257
4,4,2,16,1,decreasing0.75,even-even,Model(B2),553.0993123777552,.90605482376324684135
4,4,2,16,1,decreasing0.75,even-even,Model(B3),1551.4560148374085,.32301160665036252519
4,4,2,16,2,ideal,model-model,Simulator,173.8901,1.0
4,4,2,16,2,ideal,model-model,Model(B),171.41145833333334,1.01446018656376283617
4,4,2,16,2,ideal,model-model,Model(B1),171.41145833333334,1.01446018656376283617
4,4,2,16,2,ideal,model-model,Model(B2),171.41145833333334,1.01446018656376283617
4,4,2,16,2,ideal,model-model,Model(B3),171.41145833333334,1.01446018656376283617
4,4,2,16,2,ideal,model-even,Simulator,222.7968,1.0
4,4,2,16,2,ideal,model-even,Model(B),220.11548913043478,1.01218138205610939133
4,4,2,16,2,ideal,model-even,Model(B1),220.11548913043478,1.01218138205610939133
4,4,2,16,2,ideal,model-even,Model(B2),220.11548913043478,1.01218138205610939133
4,4,2,16,2,ideal,model-even,Model(B3),220.11548913043478,1.01218138205610939133
4,4,2,16,2,ideal,even-model,Simulator,144.0730,1.0
4,4,2,16,2,ideal,even-model,Model(B),142.0633565689981,1.01414610691692227826
4,4,2,16,2,ideal,even-model,Model(B1),142.0633565689981,1.01414610691692227826
4,4,2,16,2,ideal,even-model,Model(B2),142.0633565689981,1.01414610691692227826
4,4,2,16,2,ideal,even-model,Model(B3),142.0633565689981,1.01414610691692227826
4,4,2,16,2,ideal,even-even,Simulator,179.3846,1.0
4,4,2,16,2,ideal,even-even,Model(B),177.3426358695652,1.01151423130947854219
4,4,2,16,2,ideal,even-even,Model(B1),177.3426358695652,1.01151423130947854219
4,4,2,16,2,ideal,even-even,Model(B2),177.3426358695652,1.01151423130947854219
4,4,2,16,2,ideal,even-even,Model(B3),177.3426358695652,1.01151423130947854219
4,4,2,16,2,transit,model-model,Simulator,582.3650,1.0
4,4,2,16,2,transit,model-model,Model(B),163.86031853864733,3.55403312524774635402
4,4,2,16,2,transit,model-model,Model(B1),205.52698520531402,2.83352086062196864977
4,4,2,16,2,transit,model-model,Model(B2),195.97572347916284,2.97161806401964925547
4,4,2,16,2,transit,model-model,Model(B3),719.3734642535619,.80954473432554957160
4,4,2,16,2,transit,model-even,Simulator,581.0786,1.0
4,4,2,16,2,transit,model-even,Model(B),187.50969014190818,3.09892571184047657631
4,4,2,16,2,transit,model-even,Model(B1),229.17635680857487,2.53550849700154734397
4,4,2,16,2,transit,model-even,Model(B2),219.6250950824237,2.64577506401044666528
4,4,2,16,2,transit,model-even,Model(B3),743.0228358568227,.78204675813217044018
4,4,2,16,2,transit,even-model,Simulator,604.1715,1.0
4,4,2,16,2,transit,even-model,Model(B),491.580955615942,1.22903764496528164905
4,4,2,16,2,transit,even-model,Model(B1),616.580955615942,.97987376109671534671
4,4,2,16,2,transit,even-model,Model(B2),587.9271704374885,1.02762983304619816394
4,4,2,16,2,transit,even-model,Model(B3),2158.1203927606857,.27995263935536921174
4,4,2,16,2,transit,even-even,Simulator,603.6888,1.0
4,4,2,16,2,transit,even-even,Model(B),562.5290704257246,1.07316907114351535015
4,4,2,16,2,transit,even-even,Model(B1),687.5290704257246,.87805567206953169300
4,4,2,16,2,transit,even-even,Model(B2),658.8752852472711,.91624137908502666984
4,4,2,16,2,transit,even-even,Model(B3),2229.0685075704682,.27082559282037472684
4,4,2,16,2,increasing0.25,model-model,Simulator,201.1873,1.0
4,4,2,16,2,increasing0.25,model-model,Model(B),198.03030936454851,1.01594195679228008175
4,4,2,16,2,increasing0.25,model-model,Model(B1),198.03030936454851,1.01594195679228008175
4,4,2,16,2,increasing0.25,model-model,Model(B2),198.03030936454851,1.01594195679228008175
4,4,2,16,2,increasing0.25,model-model,Model(B3),198.03030936454851,1.01594195679228008175
4,4,2,16,2,increasing0.25,model-even,Simulator,233.9174,1.0
4,4,2,16,2,increasing0.25,model-even,Model(B),230.52190896739134,1.01472958057574029497
4,4,2,16,2,increasing0.25,model-even,Model(B1),230.52190896739134,1.01472958057574029497
4,4,2,16,2,increasing0.25,model-even,Model(B2),230.52190896739134,1.01472958057574029497
4,4,2,16,2,increasing0.25,model-even,Model(B3),230.52190896739134,1.01472958057574029497
4,4,2,16,2,increasing0.25,even-model,Simulator,192.0715,1.0
4,4,2,16,2,increasing0.25,even-model,Model(B),189.41780875866417,1.01400972410528134867
4,4,2,16,2,increasing0.25,even-model,Model(B1),189.41780875866417,1.01400972410528134867
4,4,2,16,2,increasing0.25,even-model,Model(B2),189.41780875866417,1.01400972410528134867
4,4,2,16,2,increasing0.25,even-model,Model(B3),189.41780875866417,1.01400972410528134867
4,4,2,16,2,increasing0.25,even-even,Simulator,239.1193,1.0
4,4,2,16,2,increasing0.25,even-even,Model(B),236.45684782608694,1.01125978037172889515
4,4,2,16,2,increasing0.25,even-even,Model(B1),236.45684782608694,1.01125978037172889515
4,4,2,16,2,increasing0.25,even-even,Model(B2),236.45684782608694,1.01125978037172889515
4,4,2,16,2,increasing0.25,even-even,Model(B3),236.45684782608694,1.01125978037172889515
4,4,2,16,2,increasing0.5,model-model,Simulator,346.2519,1.0
4,4,2,16,2,increasing0.5,model-model,Model(B),222.7369921596579,1.55453253023999983235
4,4,2,16,2,increasing0.5,model-model,Model(B1),222.7369921596579,1.55453253023999983235
4,4,2,16,2,increasing0.5,model-model,Model(B2),222.7369921596579,1.55453253023999983235
4,4,2,16,2,increasing0.5,model-model,Model(B3),364.017128849399,.95119672278732569655
4,4,2,16,2,increasing0.5,model-even,Simulator,350.6966,1.0
4,4,2,16,2,increasing0.5,model-even,Model(B),230.52190896739134,1.52131570301028552783
4,4,2,16,2,increasing0.5,model-even,Model(B1),230.52190896739134,1.52131570301028552783
4,4,2,16,2,increasing0.5,model-even,Model(B2),230.52190896739134,1.52131570301028552783
4,4,2,16,2,increasing0.5,model-even,Model(B3),377.3299005885294,.92941640578446372883
4,4,2,16,2,increasing0.5,even-model,Simulator,292.6996,1.0
4,4,2,16,2,increasing0.5,even-model,Model(B),157.27425837862324,1.86107760429143317002
4,4,2,16,2,increasing0.5,even-model,Model(B1),215.3582427536232,1.35912884623068649349
4,4,2,16,2,increasing0.5,even-model,Model(B2),186.98280545880556,1.56538243867821874641
4,4,2,16,2,increasing0.5,even-model,Model(B3),455.0214110617487,.64326555384946311525
4,4,2,16,2,increasing0.5,even-even,Simulator,294.4005,1.0
4,4,2,16,2,increasing0.5,even-even,Model(B),184.73191236413044,1.59366346741270463545
4,4,2,16,2,increasing0.5,even-even,Model(B1),231.99920742753625,1.26897200755288989645
4,4,2,16,2,increasing0.5,even-even,Model(B2),203.6237701327186,1.44580615420348337201
4,4,2,16,2,increasing0.5,even-even,Model(B3),471.6623757356618,.62417634974767131473
4,4,2,16,2,increasing0.75,model-model,Simulator,436.1825,1.0
4,4,2,16,2,increasing0.75,model-model,Model(B),238.36765827612513,1.82987282399999973398
4,4,2,16,2,increasing0.75,model-model,Model(B1),238.36765827612513,1.82987282399999973398
4,4,2,16,2,increasing0.75,model-model,Model(B2),238.36765827612513,1.82987282399999973398
4,4,2,16,2,increasing0.75,model-model,Model(B3),556.8722274829861,.78327213761675071831
4,4,2,16,2,increasing0.75,model-even,Simulator,436.7606,1.0
4,4,2,16,2,increasing0.75,model-even,Model(B),257.3709663722826,1.69700804312260083557
4,4,2,16,2,increasing0.75,model-even,Model(B1),257.3709663722826,1.69700804312260083557
4,4,2,16,2,increasing0.75,model-even,Model(B2),257.3709663722826,1.69700804312260083557
4,4,2,16,2,increasing0.75,model-even,Model(B3),602.9307727081415,.72439593361312992825
4,4,2,16,2,increasing0.75,even-model,Simulator,444.1784,1.0
4,4,2,16,2,increasing0.75,even-model,Model(B),293.6744629917185,1.51248561238545841692
4,4,2,16,2,increasing0.75,even-model,Model(B1),385.3411296583851,1.15268878874615763258
4,4,2,16,2,increasing0.75,even-model,Model(B2),354.3747401006841,1.25341439368336778136
4,4,2,16,2,increasing0.75,even-model,Model(B3),1113.7444549659722,.39881536381123514499
4,4,2,16,2,increasing0.75,even-even,Simulator,458.2238,1.0
4,4,2,16,2,increasing0.75,even-even,Model(B),385.7915534420291,1.18774969517017929943
4,4,2,16,2,increasing0.75,even-even,Model(B1),477.45822010869574,.95971496709321094411
4,4,2,16,2,increasing0.75,even-even,Model(B2),446.4918305509947,1.02627588826099555915
4,4,2,16,2,increasing0.75,even-even,Model(B3),1205.861545416283,.37999702514919629382
4,4,2,16,2,decreasing0.25,model-model,Simulator,232.2043,1.0
4,4,2,16,2,decreasing0.25,model-model,Model(B),227.66693840579717,1.01992982216027943666
