simulation,analysis,data,node,scenario,heuristic,time,model,model-bw,ideal-normalization,model-normalization
32,4,4,64,decreasing0.25,model-even,2313.2725,1328.000960790934,7223.479653990269,3.00870092366512590248,.99992794277887225218
32,4,4,64,decreasing0.25,even-model,2313.4392,1361.9608368099555,7223.479653990269,7.12007967558544073943,1.00000000000000000000
32,4,4,64,decreasing0.25,even-even,2313.2725,1328.000960790934,7223.479653990269,5.75104584358749398051,.99992794277887225218
32,4,4,64,decreasing0.5,model-model,4625.1989,4755.709414280779,7108.331471245702,8.24078172346266142106,1.00000000000000000000
32,4,4,64,decreasing0.5,model-even,4623.2203,4551.157019579692,7108.331471245702,6.01307765813035882043,.99957221299174831162
32,4,4,64,decreasing0.5,even-model,4625.1989,4755.709414280779,7108.331471245702,14.23499034832215921821,1.00000000000000000000
32,4,4,64,decreasing0.5,even-even,4623.2203,4551.157019579692,7108.331471245702,11.49382612308075550840,.99957221299174831162
32,4,4,64,decreasing0.75,model-model,,9408.850403119606,9408.850403119606,,
32,4,4,64,decreasing0.75,model-even,,9516.868197649763,9516.868197649763,,
32,4,4,64,decreasing0.75,even-model,6936.2544,9114.82382802212,9114.82382802212,21.34773370232945214417,
32,4,4,64,decreasing0.75,even-even,6935.9199,9219.466066473207,9219.466066473207,17.24344767525260724387,
32,4,4,64,ideal,model-model,556.6344,546.8453027950312,546.8453027950312,1.00000000000000000000,1.00000000000000000000
32,4,4,64,ideal,model-even,791.3066,780.8278637123747,780.8278637123747,1.00000000000000000000,1.42159126349359651505
32,4,4,64,ideal,even-model,355.4782,349.51311436672967,349.51311436672967,1.00000000000000000000,.63862060986529039527
32,4,4,64,ideal,even-even,406.8114,400.52532608695657,400.52532608695657,1.00000000000000000000,.73084128469243007618
32,4,4,64,transit,model-model,9247.4890,14268.964605074825,14268.964605074825,16.61321865842283552723,1.00000000000000000000
32,4,4,64,transit,model-even,9247.4890,14268.964605074825,14268.964605074825,11.68635393664099351629,1.00000000000000000000
32,4,4,64,transit,even-model,9247.4890,14268.964605074825,14268.964605074825,26.01422253178957246886,1.00000000000000000000
32,4,4,64,transit,even-even,9247.4890,14268.964605074825,14268.964605074825,22.73163682237026789318,1.00000000000000000000
32,4,4,64,increasing0.25,model-model,2312.4304,699.0262287334593,699.0262287334593,4.15430738739826356401,1.00000000000000000000
32,4,4,64,increasing0.25,model-even,2312.4563,775.048076923077,775.048076923077,2.92232656722438559213,1.00001120033709987552
32,4,4,64,increasing0.25,even-model,2312.4304,699.0262287334593,699.0262287334593,6.50512577142564579206,1.00000000000000000000
32,4,4,64,increasing0.25,even-even,2312.4563,775.048076923077,775.048076923077,5.68434488315715832938,1.00001120033709987552
32,4,4,64,increasing0.5,model-model,4623.0327,2787.397597579318,2787.397597579318,8.30533057245473869383,1.00000000000000000000
32,4,4,64,increasing0.5,model-even,4622.1821,2702.3398530141003,2702.3398530141003,5.84120251240164052719,.99981600822334654911
32,4,4,64,increasing0.5,even-model,4623.0327,2787.397597579318,2787.397597579318,13.00510889275347967892,1.00000000000000000000
32,4,4,64,increasing0.5,even-even,4622.1821,2702.3398530141003,2702.3398530141003,11.36197781084797525339,.99981600822334654911
32,4,4,64,increasing0.75,model-model,6934.7611,7809.933717541298,7809.933717541298,12.45837680890724683921,1.00000000000000000000
32,4,4,64,increasing0.75,model-even,6935.6668,7931.041569865136,7931.041569865136,8.76482870230072641881,1.00013060291291072737
32,4,4,64,increasing0.75,even-model,6934.2836,7077.752431521802,7077.752431521802,19.50691659854247039621,.99993114398706539436
32,4,4,64,increasing0.75,even-even,6935.2662,7187.50642269028,7187.50642269028,17.04786591526196168543,1.00007283596258276294
32,4,4,64,decreasing0.25,model-model,2313.1090,1384.4992076658773,7187.50642269028,4.15552649997916046870,1.00000000000000000000
32,4,4,64,decreasing0.25,model-even,2313.2890,1349.1901822469463,7187.50642269028,2.92337887741616207927,1.00007781734453499597
32,4,4,64,decreasing0.25,even-model,2313.1090,1384.4992076658773,7187.50642269028,6.50703474924763318819,1.00000000000000000000
32,4,4,64,decreasing0.25,even-even,2313.2890,1349.1901822469463,7187.50642269028,5.68639177761488493193,1.00007781734453499597
32,4,4,64,decreasing0.5,model-model,4625.3976,4860.084407743421,7077.752431521802,8.30957914207242671311,1.00000000000000000000
32,4,4,64,decreasing0.5,model-even,4623.2758,4643.942211751573,7077.752431521802,5.84258465681949322803,.99954127186817410031
32,4,4,64,decreasing0.5,even-model,4625.3976,4860.084407743421,7077.752431521802,13.01176162138775317304,1.00000000000000000000
32,4,4,64,decreasing0.5,even-even,4623.2758,4643.942211751573,7077.752431521802,11.36466628024681707543,.99954127186817410031
32,4,4,64,decreasing0.75,model-model,6936.3831,9218.601080835746,9218.601080835746,12.46129075026624297743,1.00000000000000000000
32,4,4,64,decreasing0.75,model-even,6936.1587,9319.670204477052,9319.670204477052,8.76545033239960339013,.99996764884569308174
32,4,4,64,decreasing0.75,even-model,6936.3831,9218.601080835746,9218.601080835746,19.51282272724459615245,1.00000000000000000000
32,4,4,64,decreasing0.75,even-even,6936.1587,9319.670204477052,9319.670204477052,17.05005980658359131528,.99996764884569308174
32,4,4,64,ideal,model-model,571.3200,561.2865942028986,561.2865942028986,1.00000000000000000000,1.00000000000000000000
32,4,4,64,ideal,model-even,781.4315,770.9521321070235,770.9521321070235,1.00000000000000000000,1.36776500035006651263
32,4,4,64,ideal,even-model,331.3945,325.4218070652174,325.4218070652174,1.00000000000000000000,.58005058461107610445
32,4,4,64,ideal,even-even,407.3572,401.1534239130436,401.1534239130436,1.00000000000000000000,.71301057200868164951
32,4,4,64,transit,model-model,9247.4610,14315.213291000515,14315.213291000515,16.18613211510186935517,1.00000000000000000000
32,4,4,64,transit,model-even,9247.4610,14315.213291000515,14315.213291000515,11.83400080493299796591,1.00000000000000000000
32,4,4,64,transit,even-model,9247.4610,14315.213291000515,14315.213291000515,27.90469063306723557572,1.00000000000000000000
32,4,4,64,transit,even-even,9247.4610,14315.213291000515,14315.213291000515,22.70111096600231934037,1.00000000000000000000
32,4,4,64,increasing0.25,model-model,2313.0120,650.8436141304348,650.8436141304348,4.04854022264230203738,1.00000000000000000000
32,4,4,64,increasing0.25,model-even,2312.5289,802.3068478260872,802.3068478260872,2.95934947592975200001,.99979113813503777758
32,4,4,64,increasing0.25,even-model,2313.0120,650.8436141304348,650.8436141304348,6.97963303555128404363,1.00000000000000000000
32,4,4,64,increasing0.25,even-even,2312.5289,802.3068478260872,802.3068478260872,5.67690690136322618085,.99979113813503777758
32,4,4,64,increasing0.5,model-model,4624.3360,2870.225764524996,2870.225764524996,8.09412588391794440943,1.00000000000000000000
32,4,4,64,increasing0.5,model-even,4623.3045,2769.6207203673875,2769.6207203673875,5.91645524911652524885,.99977694094892758657
32,4,4,64,increasing0.5,even-model,4624.3360,2870.225764524996,2870.225764524996,13.95417244402064608797,1.00000000000000000000
32,4,4,64,increasing0.5,even-even,4623.3045,2769.6207203673875,2769.6207203673875,11.34950971776121791881,.99977694094892758657
32,4,4,64,increasing0.75,model-model,6933.6863,7423.549060681164,7423.549060681164,12.13625691381362458867,1.00000000000000000000
32,4,4,64,increasing0.75,model-even,6934.9051,7521.693696024782,7521.693696024782,8.87461677703036030669,1.00017577951284008911
32,4,4,64,increasing0.75,even-model,6933.8230,7191.563152534877,7191.563152534877,20.92316861022135249679,1.00001971534247230077
32,4,4,64,increasing0.75,even-even,6934.7450,7286.640768024009,7286.640768024009,17.02374476258183235744,1.00015268934217574856
32,4,4,64,decreasing0.25,model-model,2313.6608,1361.994546871202,7286.640768024009,4.04967583840929776657,1.00000000000000000000
32,4,4,64,decreasing0.25,model-even,2315.6336,1326.8786260718362,7286.640768024009,2.96332256890079296777,1.00085267468766380966
32,4,4,64,decreasing0.25,even-model,2313.6608,1361.994546871202,7286.640768024009,6.98159082302210809171,1.00000000000000000000
32,4,4,64,decreasing0.25,even-even,2315.6336,1326.8786260718362,7286.640768024009,5.68452846789009743782,1.00085267468766380966
32,4,4,64,decreasing0.5,model-model,4625.8568,4817.525199929066,7191.563152534877,8.09678778968003920744,1.00000000000000000000
32,4,4,64,decreasing0.5,model-even,4625.2691,4605.88045638287,7191.563152534877,5.91896935303990177002,.99987295326565232196
32,4,4,64,decreasing0.5,even-model,4625.8568,4817.525199929066,7191.563152534877,13.95876153647691799350,1.00000000000000000000
32,4,4,64,decreasing0.5,even-even,4625.2691,4605.88045638287,7191.563152534877,11.35433251210485539472,.99987295326565232196
32,4,4,64,decreasing0.75,model-model,6936.4997,9216.569172934958,9216.569172934958,12.14118129944689491003,1.00000000000000000000
32,4,4,64,decreasing0.75,model-even,6936.4974,9318.363585299088,9318.363585299088,8.87665444763872457150,.99999966842065890956
32,4,4,64,decreasing0.75,even-model,6936.4997,9216.569172934958,9216.569172934958,20.93124569055913722164,1.00000000000000000000
32,4,4,64,decreasing0.75,even-even,6936.4974,9318.363585299088,9318.363585299088,17.02804663818388382481,.99999966842065890956
4,1,4,16,ideal,model-model,60.6332,58.391988317065966,58.391988317065966,1.00000000000000000000,1.00000000000000000000
4,1,4,16,ideal,model-even,72.9084,70.76539855072464,70.76539855072464,1.00000000000000000000,1.20245014282604249816
4,1,4,16,ideal,even-model,50.7822,49.0272441904048,49.0272441904048,1.00000000000000000000,.83753125350468060402
4,1,4,16,ideal,even-even,54.9281,53.074048913043484,53.074048913043484,1.00000000000000000000,.90590798440458362745
4,1,4,16,transit,model-model,292.8056,172.50635506024238,172.50635506024238,4.82912991562378366967,1.00000000000000000000
4,1,4,16,transit,model-even,290.6923,176.5804868698956,176.5804868698956,3.98708927915027623703,.99278258339321379099
4,1,4,16,transit,even-model,293.3318,517.5190651807272,517.5190651807272,5.77627200081918467494,1.00179709677683760146
4,1,4,16,transit,even-even,292.6688,529.7414606096868,529.7414606096868,5.32821634099850531877,.99953279582084495651
4,1,4,16,increasing0.25,model-model,77.8331,58.391988317065966,58.391988317065966,1.28367132198201645303,1.00000000000000000000
4,1,4,16,increasing0.25,model-even,77.8336,70.76539855072464,70.76539855072464,1.06755325860943320659,1.00000642400212762950
4,1,4,16,increasing0.25,even-model,75.7473,65.36965892053973,65.36965892053973,1.49161123385753275754,.97320163272438075831
4,1,4,16,increasing0.25,even-even,75.7632,70.76539855072464,70.76539855072464,1.37931586929094580005,.97340591599203937656
4,1,4,16,increasing0.5,model-model,161.6840,106.14809782608697,106.14809782608697,2.66659190014711412229,1.00000000000000000000
4,1,4,16,increasing0.5,model-even,161.9201,106.14809782608697,106.14809782608697,2.22087029752401643706,1.00146025580762474951
4,1,4,16,increasing0.5,even-model,146.4762,127.8853129541353,127.8853129541353,2.88440043952408521095,.90594121867346181440
4,1,4,16,increasing0.5,even-even,147.0337,128.7851761448984,128.7851761448984,2.67683935908942781563,.90938930259023774770
4,1,4,16,increasing0.75,model-model,221.3493,106.14809782608697,106.14809782608697,3.65062869846882565986,1.00000000000000000000
4,1,4,16,increasing0.75,model-even,218.3816,106.4437757786339,106.4437757786339,2.99528723713591300865,.98659268405185830720
4,1,4,16,increasing0.75,even-model,219.8306,286.2278835449612,286.2278835449612,4.32889083182689997676,.99313889856439573109
4,1,4,16,increasing0.75,even-even,220.3921,292.7203833912432,292.7203833912432,4.01237435847953961633,.99567561315983380114
4,1,4,16,decreasing0.25,model-model,77.4835,58.391988317065966,292.7203833912432,1.27790550391534670774,1.00000000000000000000
4,1,4,16,decreasing0.25,model-even,77.4772,70.76539855072464,292.7203833912432,1.06266493298440234595,.99991869236676195577
4,1,4,16,decreasing0.25,even-model,76.4370,62.845421607378135,292.7203833912432,1.50519276439382303247,.98649389870101376422
4,1,4,16,decreasing0.25,even-even,76.4645,70.76539855072464,292.7203833912432,1.39208346911690009303,.98684881297308459220
4,1,4,16,decreasing0.5,model-model,151.0265,106.14809782608697,283.52561406857484,2.49082185997110493920,1.00000000000000000000
4,1,4,16,decreasing0.5,model-even,148.1611,106.14809782608697,283.52561406857484,2.03215404535005568631,.98102717072831589158
4,1,4,16,decreasing0.5,even-model,147.4781,167.6823171998038,283.52561406857484,2.90412979351032448377,.97650478558398691620
4,1,4,16,decreasing0.5,even-even,147.2799,169.61532870138524,283.52561406857484,2.68132158221383954660,.97519243311604254882
4,1,4,16,decreasing0.75,model-model,221.2622,117.16047918602486,278.7215683002422,3.64919219173654037721,1.00000000000000000000
4,1,4,16,decreasing0.75,model-even,218.5419,119.28484723455874,278.7215683002422,2.99748588639992099675,.98770553668905036648
4,1,4,16,decreasing0.75,even-model,220.4917,322.19131776156837,322.19131776156837,4.34190917289916545561,.99651770614230537344
4,1,4,16,decreasing0.75,even-even,220.4308,328.03332989503656,328.03332989503656,4.01307891589186591198,.99624246708204112586
4,1,4,16,ideal,model-model,70.6346,68.29316642908056,68.29316642908056,1.00000000000000000000,1.00000000000000000000
4,1,4,16,ideal,model-even,73.0610,70.76539855072464,70.76539855072464,1.00000000000000000000,1.03435143683124134630
4,1,4,16,ideal,even-model,67.2385,65.32190635451506,65.32190635451506,1.00000000000000000000,.95192016377242880967
4,1,4,16,ideal,even-even,78.7183,76.89078422214675,76.89078422214675,1.00000000000000000000,1.11444391275663768181
4,1,4,16,transit,model-model,294.0611,229.1329276283113,229.1329276283113,4.16313110005578002848,1.00000000000000000000
4,1,4,16,transit,model-even,291.8173,239.47527141874866,239.47527141874866,3.99415967479229684783,.99236961298179187930
4,1,4,16,transit,even-model,299.9810,687.3987828849339,687.3987828849339,4.46144693888174185920,1.02013153048805163280
4,1,4,16,transit,even-even,309.3617,718.425814256246,718.425814256246,3.92998451440135267148,1.05203204368071805485
4,1,4,16,increasing0.25,model-model,111.5998,106.14809782608697,106.14809782608697,1.57995939666962083737,1.00000000000000000000
4,1,4,16,increasing0.25,model-even,111.6148,106.14809782608697,106.14809782608697,1.52769329738163999945,1.00013440884302660040
4,1,4,16,increasing0.25,even-model,89.5408,87.09587513935341,87.09587513935341,1.33168943388088669437,.80233835544508144279
4,1,4,16,increasing0.25,even-even,104.9044,102.521045629529,102.521045629529,1.33265581192683276950,.94000526882664664273
4,1,4,16,increasing0.5,model-model,150.0732,106.14809782608697,106.14809782608697,2.12464146466462611807,1.00000000000000000000
4,1,4,16,increasing0.5,model-even,149.3438,106.14809782608697,106.14809782608697,2.04409739806463092484,.99513970515721661162
4,1,4,16,increasing0.5,even-model,148.0701,173.2942075460102,173.2942075460102,2.20216245157164422168,.98665251357337619241
4,1,4,16,increasing0.5,even-even,148.2692,174.92577811326564,174.92577811326564,1.88354169233837620985,.98797919948398514858
4,1,4,16,increasing0.75,model-model,223.2472,134.30374952427172,134.30374952427172,3.16059268403870058016,1.00000000000000000000
4,1,4,16,increasing0.75,model-even,219.2442,153.7815684442935,153.7815684442935,3.00083765620508889831,.98206920400345446661
4,1,4,16,increasing0.75,even-model,223.3318,369.3353111917473,369.3353111917473,3.32148694572306044899,1.00037895212123601102
4,1,4,16,increasing0.75,even-even,222.3660,375.4681577838658,375.4681577838658,2.82483234521070704016,.99605280603743294428
4,1,4,16,decreasing0.25,model-model,111.6611,106.14809782608697,375.4681577838658,1.58082724330568871346,1.00000000000000000000
4,1,4,16,decreasing0.25,model-even,111.6785,106.14809782608697,375.4681577838658,1.52856517156896292139,1.00015582866369756343
4,1,4,16,decreasing0.25,even-model,79.7647,83.90180916795657,375.4681577838658,1.18629505417283252898,.71434635696764584980
4,1,4,16,decreasing0.25,even-even,81.5268,83.90180916795657,375.4681577838658,1.03567785381544062816,.73012714365163875333
4,1,4,16,decreasing0.5,model-model,146.6941,106.14809782608697,367.0471201195585,2.07680230368686167968,1.00000000000000000000
4,1,4,16,decreasing0.5,model-even,149.1680,106.14809782608697,367.0471201195585,2.04169118955393438359,1.01686434560081148457
4,1,4,16,decreasing0.5,even-model,150.7495,230.178393991389,367.0471201195585,2.24201164511403437018,1.02764528362081365235
4,1,4,16,decreasing0.5,even-even,153.2137,237.9922389842867,367.0471201195585,1.94635427848416441920,1.04444350522618155740
4,1,4,16,decreasing0.75,model-model,223.1328,204.87949928724169,361.5047037628489,3.15897308118117749658,1.00000000000000000000
4,1,4,16,decreasing0.75,model-even,220.0763,212.29619565217394,361.5047037628489,3.01222676941186132136,.98630187941889314345
4,1,4,16,decreasing0.75,even-model,227.1113,432.37635217056595,432.37635217056595,3.37769730139726495980,1.01783018901748196589
4,1,4,16,decreasing0.75,even-even,231.4833,451.3426985607187,451.3426985607187,2.94065420620109936317,1.03742390181990276642
4,1,4,16,ideal,model-model,85.7408,82.47367922143579,82.47367922143579,1.00000000000000000000,1.00000000000000000000
4,1,4,16,ideal,model-even,109.1812,106.14809782608697,106.14809782608697,1.00000000000000000000,1.27338676569381204747
4,1,4,16,ideal,even-model,67.2875,65.32190635451506,65.32190635451506,1.00000000000000000000,.78477807531536911248
4,1,4,16,ideal,even-even,79.2032,77.38808806046197,77.38808806046197,1.00000000000000000000,.92375158617600955437
4,1,4,16,transit,model-model,291.1859,233.20450791655966,233.20450791655966,3.39611830073897141151,1.00000000000000000000
4,1,4,16,transit,model-even,290.7436,242.57789749827546,242.57789749827546,2.66294563532915923254,.99848103908877455948
4,1,4,16,transit,even-model,300.1865,699.613523749679,699.613523749679,4.46125208991268809214,1.03091015052583246647
4,1,4,16,transit,even-even,300.0309,727.7336924948264,727.7336924948264,3.78811588420669871924,1.03037578399228808812
4,1,4,16,increasing0.25,model-model,111.6390,106.14809782608697,106.14809782608697,1.30205223184294991415,1.00000000000000000000
4,1,4,16,increasing0.25,model-even,111.6330,106.14809782608697,106.14809782608697,1.02245624704619476613,.99994625534087550049
4,1,4,16,increasing0.25,even-model,89.6257,87.09587513935341,87.09587513935341,1.33198142299832806984,.80281711588244251560
4,1,4,16,increasing0.25,even-even,105.5621,103.18411741394928,103.18411741394928,1.33280094743646721344,.94556651349438816184
4,1,4,16,increasing0.5,model-model,146.5604,106.14809782608697,106.14809782608697,1.70934257669627528551,1.00000000000000000000
4,1,4,16,increasing0.5,model-even,152.4903,106.14809782608697,106.14809782608697,1.39667177133059537722,1.04046045180007696485
4,1,4,16,increasing0.5,even-model,147.5143,156.8152740257101,156.8152740257101,2.19229871818688463681,1.00650857939798199240
4,1,4,16,increasing0.5,even-even,154.4785,174.83252022273933,174.83252022273933,1.95040730677548381883,1.05402618988485293435
4,1,4,16,increasing0.75,model-model,220.9499,139.41778940016238,139.41778940016238,2.57695169627528551168,1.00000000000000000000
4,1,4,16,increasing0.75,model-even,219.2555,154.77617612092394,154.77617612092394,2.00817997970346543177,.99233129320266721098
4,1,4,16,increasing0.75,even-model,224.8232,383.39892085044653,383.39892085044653,3.34123276983094928478,1.01753021838887458197
4,1,4,16,increasing0.75,even-even,226.3712,406.870640232398,406.870640232398,2.85810674316189244878,1.02453633153941232831
4,1,4,16,decreasing0.25,model-model,111.6611,106.14809782608697,406.870640232398,1.30230998544450250055,1.00000000000000000000
4,1,4,16,decreasing0.25,model-even,111.6730,106.14809782608697,406.870640232398,1.02282261048605437566,1.00010657247689660947
4,1,4,16,decreasing0.25,even-model,89.5642,87.09587513935341,406.870640232398,1.33106743451606910644,.80210744834145463370
4,1,4,16,decreasing0.25,even-even,102.8344,100.45061990489133,406.870640232398,1.29836168235626843359,.92095098472073085434
4,1,4,16,decreasing0.5,model-model,171.0265,164.94735844287158,395.2214541708399,1.99469214189743972531,1.00000000000000000000
4,1,4,16,decreasing0.5,model-even,217.8855,212.29619565217394,395.2214541708399,1.99563203188827380538,1.27398677982651811269
4,1,4,16,decreasing0.5,even-model,155.3400,254.1211844857893,395.2214541708399,2.30860115177410365966,.90828029574364206716
4,1,4,16,decreasing0.5,even-even,153.4926,254.97546690442934,395.2214541708399,1.93795957739081249242,.89747846094026364335
4,1,4,16,decreasing0.75,model-model,221.6476,164.94735844287158,335.9765552981209,2.58508901246547734567,1.00000000000000000000
4,1,4,16,decreasing0.75,model-even,219.5447,212.29619565217394,335.9765552981209,2.01082878737365040867,.99051241700789902529
4,1,4,16,decreasing0.75,even-model,227.2782,492.452766492651,492.452766492651,3.37771800111462010031,1.02540338808089959016
4,1,4,16,decreasing0.75,even-even,227.1669,499.31870852163644,499.31870852163644,2.86815305442204355379,1.02490123962542341987
4,1,4,16,ideal,model-model,61.1846,58.93777173913044,58.93777173913044,1.00000000000000000000,1.00000000000000000000
4,1,4,16,ideal,model-even,72.9442,70.76539855072464,70.76539855072464,1.00000000000000000000,1.19219869052016357057
4,1,4,16,ideal,even-model,57.4976,55.68424803991447,55.68424803991447,1.00000000000000000000,.93973973843091235376
4,1,4,16,ideal,even-even,59.7398,57.93109926970109,57.93109926970109,1.00000000000000000000,.97638621483183676938
4,1,4,16,transit,model-model,293.9953,189.8524053934529,189.8524053934529,4.80505388610859595388,1.00000000000000000000
4,1,4,16,transit,model-even,291.2249,198.98425312518597,198.98425312518597,3.99243394265753822785,.99057672010402887393
4,1,4,16,transit,even-model,295.4669,569.5572161803586,569.5572161803586,5.13876927036954585930,1.00500552219712355945
4,1,4,16,transit,even-even,299.8898,596.9527593755579,596.9527593755579,5.01993310992001981928,1.02004964024935092499
4,1,4,16,increasing0.25,model-model,111.5706,106.14809782608697,106.14809782608697,1.82350787616491731579,1.00000000000000000000
4,1,4,16,increasing0.25,model-even,111.5964,106.14809782608697,106.14809782608697,1.52988722886809369353,1.00023124371474205570
4,1,4,16,increasing0.25,even-model,76.5720,74.2456640532193,74.2456640532193,1.33174254229741763134,.68630983431118950691
4,1,4,16,increasing0.25,even-even,79.6194,77.24146569293478,77.24146569293478,1.33276977827177191754,.71362348145479185376
4,1,4,16,increasing0.5,model-model,150.4404,106.14809782608697,106.14809782608697,2.45879518702418582453,1.00000000000000000000
4,1,4,16,increasing0.5,model-even,150.3837,106.14809782608697,106.14809782608697,2.06162655838298315698,.99962310655914235803
4,1,4,16,increasing0.5,even-model,146.5032,127.62573415500005,127.62573415500005,2.54798808993766696349,.97382883853007569775
4,1,4,16,increasing0.5,even-even,146.6200,127.91442787596341,127.91442787596341,2.45431019186538957278,.97460522572394117537
4,1,4,16,increasing0.75,model-model,222.2914,111.36849607982894,111.36849607982894,3.63312663644119598722,1.00000000000000000000
4,1,4,16,increasing0.75,model-even,219.9518,115.86219853940219,115.86219853940219,3.01534323496590544553,.98947507640871396734
4,1,4,16,increasing0.75,even-model,220.9935,299.9522779331203,299.9522779331203,3.84352564280943900267,.99416126759739693033
4,1,4,16,increasing0.75,even-even,223.6200,315.2995432885378,315.2995432885378,3.74323315444644943571,1.00597683940989170071
4,1,4,16,decreasing0.25,model-model,111.5810,106.14809782608697,315.2995432885378,1.82367785357753421612,1.00000000000000000000
4,1,4,16,decreasing0.25,model-even,111.6060,106.14809782608697,315.2995432885378,1.53001883631597851508,1.00022405248205339618
4,1,4,16,decreasing0.25,even-model,77.5845,68.91335394267229,315.2995432885378,1.34935197295191451469,.69531999175486866043
4,1,4,16,decreasing0.25,even-even,77.6088,70.76539855072464,315.2995432885378,1.29911382361507738559,.69553777076742456152
4,1,4,16,decreasing0.5,model-model,151.0987,106.14809782608697,292.373727243591,2.46955443036319596761,1.00000000000000000000
4,1,4,16,decreasing0.5,model-even,148.1389,106.14809782608697,292.373727243591,2.03085235015258238489,.98041147938400528925
4,1,4,16,decreasing0.5,even-model,148.6139,200.98628066301498,292.373727243591,2.58469744824131789848,.98355511993154143616
4,1,4,16,decreasing0.5,even-even,148.6796,205.09580244021234,292.373727243591,2.48878637022554477919,.98398993505569538321
4,1,4,16,decreasing0.75,model-model,221.9199,173.32242679680567,290.35124557018355,3.62705484713473651866,1.00000000000000000000
4,1,4,16,decreasing0.75,model-even,218.5499,212.29619565217394,290.35124557018355,2.99612443484197509877,.98481434066976418067
4,1,4,16,decreasing0.75,even-model,222.4665,363.4837266586307,363.4837266586307,3.86914410340605520926,1.00246305085753913912
4,1,4,16,decreasing0.75,even-even,219.9521,378.41106650989786,378.41106650989786,3.68183522542760437765,.99113283666764449695
4,1,4,16,ideal,model-model,59.6522,57.416836503623195,57.416836503623195,1.00000000000000000000,1.00000000000000000000
4,1,4,16,ideal,model-even,72.8480,70.76539855072464,70.76539855072464,1.00000000000000000000,1.22121229393048370387
4,1,4,16,ideal,even-model,61.4150,59.59191456903128,59.59191456903128,1.00000000000000000000,1.02955129903004415595
4,1,4,16,ideal,even-even,66.7093,64.88815174932066,64.88815174932066,1.00000000000000000000,1.11830410278246234003
4,1,4,16,transit,model-model,293.5418,194.03775144653997,194.03775144653997,4.92088808124427933923,1.00000000000000000000
4,1,4,16,transit,model-even,291.7575,206.2613441586475,206.2613441586475,4.00501729628816165165,.99392147898527569157
4,1,4,16,transit,even-model,294.9963,582.11325433962,582.11325433962,4.80332654888870797036,1.00495500129794121314
4,1,4,16,transit,even-even,305.0493,618.7840324759425,618.7840324759425,4.57281518468939113436,1.03920225330770609160
4,1,4,16,increasing0.25,model-model,111.5660,106.14809782608697,106.14809782608697,1.87027469229969724503,1.00000000000000000000
4,1,4,16,increasing0.25,model-even,111.5774,106.14809782608697,106.14809782608697,1.53164671645069185152,1.00010218166825018374
4,1,4,16,increasing0.25,even-model,81.8754,79.45588609204171,79.45588609204171,1.33314988195066351868,.73387411935535915960
4,1,4,16,increasing0.25,even-even,88.9039,86.51753566576087,86.51753566576087,1.33270623436312478170,.79687270315329042898
4,1,4,16,increasing0.5,model-model,150.8463,106.14809782608697,106.14809782608697,2.52876339849997150147,1.00000000000000000000
4,1,4,16,increasing0.5,model-even,148.6927,106.14809782608697,106.14809782608697,2.04113633867779486053,.98572321628041257889
4,1,4,16,increasing0.5,even-model,146.9340,133.6423949691633,133.6423949691633,2.39247740779939754131,.97406432905546904365
4,1,4,16,increasing0.5,even-even,146.9865,136.65802332120847,136.65802332120847,2.20338843309703444647,.97441236543422013002
4,1,4,16,increasing0.75,model-model,221.5109,119.18382913806256,119.18382913806256,3.71337352184831406050,1.00000000000000000000
4,1,4,16,increasing0.75,model-even,218.6930,129.7763034986413,129.7763034986413,3.00204535471117944212,.98727872985031436376
4,1,4,16,increasing0.75,even-model,220.0699,292.7966832104154,292.7966832104154,3.58332492062199788325,.99349467678565704893
4,1,4,16,increasing0.75,even-even,219.9759,298.7099320729028,298.7099320729028,3.29752972973783265601,.99307031843579706461
4,1,4,16,decreasing0.25,model-model,111.6103,106.14809782608697,298.7099320729028,1.87101733045889338532,1.00000000000000000000
4,1,4,16,decreasing0.25,model-even,111.6263,106.14809782608697,298.7099320729028,1.53231797715791785635,1.00014335594474703499
4,1,4,16,decreasing0.25,even-model,78.2491,76.58431669832471,298.7099320729028,1.27410404624277456647,.70109210350657600597
4,1,4,16,decreasing0.25,even-even,78.2320,76.58431669832471,298.7099320729028,1.17273003913996998919,.70093889184062761232
4,1,4,16,decreasing0.5,model-model,151.4373,106.14809782608697,292.7966832104154,2.53867082856960849725,1.00000000000000000000
4,1,4,16,decreasing0.5,model-even,148.9502,106.14809782608697,292.7966832104154,2.04467109598067208433,.98357670138070343303
4,1,4,16,decreasing0.5,even-model,148.8618,201.40157557907364,292.7966832104154,2.42386713343645689163,.98299296144344887289
4,1,4,16,decreasing0.5,even-even,152.1400,212.012886428991,292.7966832104154,2.28064152974173016356,1.00464020422973732363
4,1,4,16,decreasing0.75,model-model,222.3830,172.25050951086956,283.5495055508025,3.72799326764142814514,1.00000000000000000000
4,1,4,16,decreasing0.75,model-even,219.7119,212.29619565217394,283.5495055508025,3.01603201186031188227,.98798874014650400435
4,1,4,16,decreasing0.75,even-model,223.1505,375.6596651794488,375.6596651794488,3.63348530489294146381,1.00345125301844115782
4,1,4,16,decreasing0.75,even-even,228.6674,397.4233554685751,397.4233554685751,3.42781890980717830947,1.02825935435712262178
4,16,4,16,ideal,model-model,667.1946,660.1514945652174,660.1514945652174,1.00000000000000000000,1.00000000000000000000
